"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","yearIdentified","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","monthIdentified","dayIdentified","previousCatalogNumber"
"1","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2078","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","(Rchb.f.) L.O.Williams","Rubens Custódio;","Brasil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:41:04-03","NYBG","NYBG","00939107","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","(Vahl) Gale","J. R. Stehmann","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3208","-19.4144",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951775 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"W. W. Thomas","1997","1135","1992","08","08","South America","Estrada para a Serra da Cabeça de Boi.","-43.3208","-19.4144","sheet","NY00939107","NY00939107",NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 18:42:10-03","NYBG","NYBG","00897768","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","candidus","Paepalanthus candidus","Silveira","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963317 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","N. Hensold","1991","803","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.",NA,NA,"sheet","NY00897768","NY00897768","1300","1500",NA,NA,NA,NA,NA
"4","2019-12-16 18:42:29-03","NYBG","NYBG","00898374","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Syngonanthus","arenarius","Syngonanthus arenarius","(Gardner) Ruhland","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","L. R. Parra","1998","806","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.",NA,NA,"sheet","NY00898374","NY00898374","1300","1500",NA,NA,NA,NA,NA
"5","2019-12-16 17:03:36-03","NYBG","NYBG","00994634","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069148 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","J. W. Floyd","1999","812","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.",NA,NA,"sheet","NY00994634","NY00994634","1300","1500",NA,NA,NA,NA,NA
"6","2019-12-16 18:41:54-03","NYBG","NYBG","00860608","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Leiothrix","crassifolia","Leiothrix crassifolia","Ruhland","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","A. M. Giulietti","1982","794","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlemtn of Serra das Alves, N. Sra. do Carmo.",NA,NA,"sheet","NY00860608","NY00860608","1300","1500",NA,NA,NA,NA,NA
"7","2019-12-16 18:41:53-03","NYBG","NYBG","00898436","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Comanthera","vernonioides","Comanthera vernonioides","(Kunth) L.R.Parra & Giul.","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"L. Echternacht","2011","813","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00898436","NY00898436","1300","1500",NA,NA,NA,NA,NA
"8","2019-12-16 18:42:09-03","NYBG","NYBG","00898413","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,"N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"818","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00898413","NY00898413","1300","1500",NA,NA,NA,NA,NA
"9","2019-12-16 18:42:28-03","NYBG","NYBG","00898113","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","senaeanus","Paepalanthus senaeanus","Ruhland","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966722 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"N. Hensold","1986","815","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00898113","NY00898113","1300","1500",NA,NA,NA,NA,NA
"10","2019-12-16 18:42:27-03","NYBG","NYBG","00898074","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","nigrescens","Paepalanthus nigrescens","Silveira","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966246 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"N. Hensold","1986","819","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00898074","NY00898074","1300","1500",NA,NA,NA,NA,NA
"11","2019-12-16 17:32:54-03","NYBG","NYBG","00856698","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabales","Polygalaceae","Polygala","densifolia","Polygala densifolia exasperata","(Chodat) Marques","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.53056","-19.45556",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"808","1982","05","11","South America","Serra do Cipó. (Sa. das Bandeirinhas) About 18km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.53056","-19.45556","sheet","NY00856698","NY00856698","1300","1500","exasperata",NA,NA,NA,NA
"12","2019-12-16 16:55:48-03","NYBG","NYBG","1085912","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caryophyllales","Amaranthaceae","Pfaffia","cipoana","Pfaffia cipoana","Marchior., Miotto & J.C.Siqueira","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.53056","-19.45556",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1257684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"820","1982","05","11","South America","Serra do Cipó, (Sra. das Bandeirinhas), about 18 km. by foot trail WNW of settlement of Serra das Alves.","-43.53056","-19.45556","separate fruit","NY01085912","NY01085912","1300","1400",NA,"isotype",NA,NA,NA
"13","2019-12-16 17:12:42-03","NYBG","NYBG","1009399","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabales","Fabaceae","Abarema","brachystachya","Abarema brachystachya","(DC.) Barneby & J.W.Grimes","M. F. d. Santos","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.40206","-19.39636",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1746442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2013","507","2007","12","15","South America","Distrito de Santana do Rio Preto (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó.","-43.40206","-19.39636","sheet","NY01009399","NY01009399",NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 17:12:44-03","NYBG","NYBG","1009400","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabales","Fabaceae","Abarema","obovata","Abarema obovata","(Benth.) Barneby & J.W.Grimes","M. F. d. Santos","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.40206","-19.39636",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1746597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"L. M. Borges","2008","507","2007","12","15","South America","Distrito de Santana do Rio Preto (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó.","-43.40206","-19.39636","separate fruit","NY01009400","NY01009400",NA,NA,NA,NA,NA,NA,NA
"15","2019-12-16 18:41:52-03","NYBG","NYBG","00898489","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Actinocephalus","arenicola","Actinocephalus arenicola","(Silveira) F.N.Costa","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970870 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"M. L. O. Trovó","2015","797","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00898489","NY00898489","1300","1500",NA,NA,NA,NA,NA
"16","2019-12-16 18:41:52-03","NYBG","NYBG","01039511","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Actinocephalus","ithyphyllus","Actinocephalus ithyphyllus","(Mart.) Sano","P. T. Sano","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3211","-19.4144",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487820 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"P. T. Sano","2007","3847","2006","12","10","South America","Estrada Morro do PIlar - Itambé do Mato, ca. 5 km antes de Itambé, margem direita da estrada.","-43.3211","-19.4144","sheet","NY01039511","NY01039511",NA,NA,NA,NA,NA,NA,NA
"17","2019-12-16 18:41:52-03","NYBG","NYBG","00897843","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Actinocephalus","ramosus","Actinocephalus ramosus","(Wikstr.) Sano","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.35","-19.4111",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"M. L. O. Trovó","2015","427","1982","01","13","South America","4 km from town on road to Cabeça de Boi","-43.35","-19.4111","sheet","NY00897843","NY00897843","650","750",NA,NA,NA,NA,NA
"18","2019-12-16 19:17:21-03","NYBG","NYBG","921571","PreservedSpecimen","Plantae","Pteridophyta",NA,"Schizaeales","Anemiaceae","Anemia","pallida","Anemia pallida","Gardner","R. Mota","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3208","-19.4144",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"195","2000","03","08","South America","Fazenda do Caixão","-43.3208","-19.4144","sheet","NY00921571","NY00921571",NA,NA,NA,NA,NA,NA,NA
"19","2019-12-16 19:17:23-03","NYBG","NYBG","930116","PreservedSpecimen","Plantae","Pteridophyta",NA,"Schizaeales","Anemiaceae","Anemia","villosa","Anemia villosa","Humb. & Bonpl. ex Willd.","R. Mota","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3208","-19.4144",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001294 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"185","2000","03","08","South America","Fazenda do Caixão","-43.3208","-19.4144","sheet","NY00930116","NY00930116",NA,NA,NA,NA,NA,NA,NA
"20","2019-12-16 17:52:09-03","NYBG","NYBG","1842819","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Laurales","Lauraceae","Beilschmiedia","vestita","Beilschmiedia vestita","L.C.S.Assis & M.F.Santos","M. F. Santos","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.43286","-19.43186",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2054363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"425","2008","10","25","South America","Distrito de Santana do Rio Preto (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó, Mata do Cachoeirão, na borda.","-43.43286","-19.43186","sheet","NY01842819","NY01842819",NA,NA,NA,"isotype",NA,NA,NA
"21","2019-12-16 17:17:54-03","NYBG","NYBG","00960683","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabales","Fabaceae","Chamaecrista","olesiphylla","Chamaecrista olesiphylla","(Vogel) H.S.Irwin & Barneby","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3208","-19.4144",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"R. C. Barneby",NA,"CFCR2824","1982","01","13","South America","Itambé do Mato Dentro. Serra Cabeça de Boi, a 7 km da cidade","-43.3208","-19.4144","sheet","NY00960683","NY00960683",NA,NA,NA,NA,NA,NA,NA
"22","2019-12-16 19:13:44-03","NYBG","NYBG","02239922","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","actinotrichum","Elaphoglossum actinotrichum","(Mart.) T.Moore","T. E. Almeida","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.42294","-19.41367",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495578 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"319","2006","08","05","South America","Distrito do Santana do Rio Preto (Cabeça de Boi).","-43.42294","-19.41367","sheet","NY02239922","NY02239922","705","705",NA,NA,NA,NA,NA
"23","2019-12-16 19:13:44-03","NYBG","NYBG","02239923","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","burchellii","Elaphoglossum burchellii",NA,"T. E. Almeida","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.42944","-19.41464",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495614 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"353","2006","08","06","South America","Distrito do Santana do Rio Preto 9Cabeça de Boi).","-43.42944","-19.41464","sheet","NY02239923","NY02239923","720","720",NA,NA,NA,NA,NA
"24","2019-12-16 19:13:46-03","NYBG","NYBG","875273","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","horridulum","Elaphoglossum horridulum","(Kaulf.) J.Sm.","R. Mota","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3208","-19.4144",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958316 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"R. C. Moran","2004","180","2000","03","08","South America","Fazenda do Caixão","-43.3208","-19.4144","sheet","NY00875273","NY00875273",NA,NA,NA,NA,NA,NA,NA
"25","2019-12-16 19:14:03-03","NYBG","NYBG","02239929","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Dryopteridaceae","Elaphoglossum","luridum","Elaphoglossum luridum","(Fée) Christ","T. E. Almeida","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.42794","-19.415",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495626 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"322","2006","08","06","South America","Distrito do Santana do Rio Preto (Cabeça de Boi).","-43.42794","-19.41500","sheet","NY02239929","NY02239929","710","710",NA,NA,NA,NA,NA
"26","2019-12-16 18:41:53-03","NYBG","NYBG","00860632","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Eriocaulon","aquatile","Eriocaulon aquatile","Körn.","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959954 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","A. M. Giulietti","1982","810","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.",NA,NA,"sheet","NY00860632","NY00860632","1300","1500",NA,NA,NA,NA,NA
"27","2019-12-16 18:41:54-03","NYBG","NYBG","02428953","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Eriocaulon","kunthii","Eriocaulon kunthii","Körn.","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.53056","-19.45556",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2646696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"A. M. Giulietti","1982","790","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.53056","-19.45556","sheet","NY02428953","NY02428953","1300","1500",NA,NA,NA,NA,NA
"28","2019-12-16 17:09:19-03","NYBG","NYBG","1184220","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericales","Lecythidaceae","Lecythis","lanceolata","Lecythis lanceolata","Poir.","M. F. d. Santos","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.42247","-19.41122",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1466780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"M. F. d. Santos","2008","193","2007","12","17","South America","Distrito de Santana do Rio Preto (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó.","-43.42247","-19.41122","sheet","NY01184220","NY01184220",NA,NA,NA,NA,NA,NA,NA
"29","2019-12-16 18:41:54-03","NYBG","NYBG","00897754","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Leiothrix",NA,"Leiothrix",NA,"N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963131 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"799","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00897754","NY00897754","1300","1500",NA,NA,NA,NA,NA
"30","2019-12-16 18:41:54-03","NYBG","NYBG","00860602","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Leiothrix","curvifolia","Leiothrix curvifolia","(Bong.) Ruhland","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","A. M. Giulietti","1982","801","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.",NA,NA,"sheet","NY00860602","NY00860602","1300","1500",NA,NA,NA,NA,NA
"31","2019-12-16 18:41:55-03","NYBG","NYBG","00860530","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Leiothrix","fluitans","Leiothrix fluitans","(Mart.) Ruhland","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960548 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"A. M. Giulietti","1982","825","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00860530","NY00860530","1300","1500",NA,NA,NA,NA,NA
"32","2019-12-16 18:42:09-03","NYBG","NYBG","00501274","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Leiothrix","plantago","Leiothrix plantago","(Mart.) Giul.","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319764 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","A. M. Giulietti","1982","800","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alvas, N. Sra. do Carmo",NA,NA,"sheet","NY00501274","NY00501274","1300","1500",NA,NA,NA,NA,NA
"33","2019-12-16 18:42:09-03","NYBG","NYBG","00860411","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Leiothrix","sclerophylla","Leiothrix sclerophylla","Silveira","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960689 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"A. M. Giulietti","1982","791","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00860411","NY00860411","1300","1500",NA,NA,NA,NA,NA
"34","2019-12-16 18:08:35-03","NYBG","NYBG","00972476","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiales","Ochnaceae","Luxemburgia","damazioana","Luxemburgia damazioana","Beauverd","A. Macedo","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3208","-19.4144",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095037 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"C. H. L. Sastre","2002","2968","1951","01","15","South America","Serra do Cipó","-43.3208","-19.4144","sheet","NY00972476","NY00972476",NA,NA,NA,NA,"10",NA,NA
"35","2019-12-16 18:08:35-03","NYBG","NYBG","00972448","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiales","Ochnaceae","Luxemburgia","schwackeana","Luxemburgia schwackeana","Taub.","A. Macedo","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3208","-19.4144",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"C. H. L. Sastre","2002","3765","1952","09","05","South America","Serra do Cipó.","-43.3208","-19.4144","sheet","NY00972448","NY00972448",NA,NA,NA,NA,NA,NA,NA
"36","2019-12-16 18:21:06-03","NYBG","NYBG","00909236","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtales","Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.","G. M. Magalhaes","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3208","-19.4144",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"J. J. Wurdack","1964","18933","1963","03","17","South America","Serra do Itambé.","-43.3208","-19.4144","sheet","NY00909236","NY00909236",NA,NA,NA,NA,NA,NA,NA
"37","2019-12-16 18:30:18-03","NYBG","NYBG","1039500","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtales","Myrtaceae","Myrceugenia","pilotantha","Myrceugenia pilotantha","(Kiaersk.) Landrum","M. F. d. Santos","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.43286","-19.43186",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"M. F. d. Santos","2008","266","2008","03","13","South America","Distrito de Santana do Rio Preto (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Mata do Cachoeirão.","-43.43286","-19.43186","sheet","NY01039500","NY01039500",NA,NA,NA,NA,NA,NA,NA
"38","2019-12-16 18:30:37-03","NYBG","NYBG","00908376","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtales","Myrtaceae","Myrcia","detergens","Myrcia detergens","(Miq.) O.Berg","M. L. Kawasaki","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.3208","-19.4144",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"M. L. Kawasaki","1996","875","1995","10","12","South America","2 km de Itambé, estrada para Serra Cabeça de Boi","-43.3208","-19.4144","sheet","NY00908376","NY00908376","650","650",NA,NA,NA,NA,NA
"39","2019-12-16 18:42:10-03","NYBG","NYBG","00897708","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","blepharocnemis","Paepalanthus blepharocnemis","Mart.","N. Hensold","Brazil","Minas Gerais","Itambé do Mato Dentro","-43.531","-19.456",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=962935 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"N. Hensold","1986","814","1982","05","11","South America","Serra do Cipó, (Sa. das Bandeirinhas), about 18 km by foot trail WNW of settlement of Serra das Alves, N. Sra. do Carmo.","-43.531","-19.456","sheet","NY00897708","NY00897708","1300","1500",NA,NA,NA,NA,NA
